"","finalStackSize","lowestStackSize"
"401",63325,49168
"402",72375,49345
"403",59825,48270
"404",71695,49385
"405",72170,46653
"406",46780,38535
"407",56450,46630
"408",61395,48090
"409",59915,47905
"410",70130,48690
"411",66265,50000
"412",54720,43340
"413",52345,44702
"414",67915,49543
"415",56125,46385
"416",70775,49799
"417",68380,45667
"418",72965,50000
"419",70270,47726
"420",63280,48920
"421",65235,49790
"422",68650,49698
"423",58285,49698
"424",65275,49763
"425",56215,46353
"426",58060,46118
"427",69390,49489
"428",61205,46998
"429",66550,47400
"430",57135,46903
"431",59770,49898
"432",72690,49799
"433",47595,38499
"434",79145,48843
"435",64155,48884
"436",68850,49605
"437",69015,49701
"438",57700,49899
"439",61830,49899
"440",62755,48265
"441",52370,42754
"442",63940,49097
"443",64030,48874
"444",64185,49595
"445",68445,48820
"446",72305,48735
"447",59000,48558
"448",63115,46668
"449",48385,47014
"450",73260,49770
"451",63995,46502
"452",61435,48678
"453",72725,49798
"454",65090,49083
"455",73280,49798
"456",67525,48786
"457",64295,46577
"458",63340,46141
"459",73190,50000
"460",50865,46601
"461",72870,48125
"462",66775,48610
"463",62295,48472
"464",58025,49380
"465",74275,48952
"466",66930,48306
"467",72880,48841
"468",65275,49489
"469",72725,48783
"470",56390,42853
"471",65110,49160
"472",62090,49096
"473",69265,49861
"474",63765,46978
"475",68590,46825
"476",65355,49450
"477",63495,49998
"478",62940,49856
"479",60625,48912
"480",54920,48048
"481",56310,50000
"482",60820,49964
"483",66725,48320
"484",58505,49698
"485",59040,47735
"486",63875,48285
"487",62890,47165
"488",73860,50000
"489",55255,47954
"490",65180,49798
"491",62425,48781
"492",58380,41789
"493",68590,45669
"494",59920,48723
"495",52630,45033
"496",64870,46395
"497",60750,50000
"498",53660,43084
"499",65910,49899
"500",65080,47576
"501",58760,49799
"502",63950,49318
"503",59930,43336
"504",66050,47993
"505",73625,49503
"506",62090,48533
"507",63590,49612
"508",68955,48495
"509",56830,47505
"510",53115,45434
"511",57180,46551
"512",65105,49698
"513",53925,45183
"514",56295,49691
"515",63545,47563
"516",67145,47745
"517",71380,48505
"518",59875,49464
"519",64830,49757
"520",63105,50000
"521",62665,48542
"522",68620,49527
"523",72785,49698
"524",63105,49509
"525",53630,44339
"526",65210,50000
"527",70015,48687
"528",54560,47525
"529",65950,49623
"530",70345,49724
"531",56905,47600
"532",72210,49933
"533",53095,44555
"534",68620,49074
"535",55945,46302
"536",67885,48952
"537",61920,49284
"538",67620,49825
"539",62810,49207
"540",58045,44416
"541",63330,49698
"542",62990,47893
"543",74690,47240
"544",55255,44554
"545",64225,49085
"546",56465,49897
"547",60195,46124
"548",59160,50000
"549",61820,45990
"550",70930,50000
"551",66020,49086
"552",74770,49974
"553",59915,44522
"554",67745,49305
"555",51515,48951
"556",65250,49031
"557",53245,48902
"558",62750,48943
"559",68600,47062
"560",64760,45285
"561",55990,49899
"562",61885,44690
"563",70745,49705
"564",66210,49600
"565",46600,45696
"566",70030,49799
"567",48845,43170
"568",67070,48668
"569",55965,49302
"570",39190,38420
"571",66255,50000
"572",54310,39565
"573",63285,50000
"574",57375,49417
"575",58030,37180
"576",79595,48982
"577",69620,49799
"578",74430,48157
"579",56720,49140
"580",75185,50000
"581",69310,48357
"582",64870,47519
"583",61840,49396
"584",54485,48823
"585",81135,49896
"586",43720,40313
"587",68105,49898
"588",50080,37119
"589",49490,45297
"590",52255,44314
"591",53840,46948
"592",50445,48331
"593",65105,46565
"594",65150,48565
"595",63690,49899
"596",58515,49404
"597",64780,49466
"598",52500,45915
"599",61935,47810
"600",66480,50000
"601",64590,49744
"602",55830,44974
"603",74910,49130
"604",60725,49799
"605",62380,47393
"606",69665,48185
"607",70205,48879
"608",61700,45509
"609",68470,49872
"610",50405,43939
"611",56310,49489
"612",58360,46881
"613",76280,49645
"614",58470,50000
"615",62180,50000
"616",71355,49753
"617",61300,49799
"618",66410,49281
"619",59650,48311
"620",65620,48753
"621",66545,49698
"622",72695,48391
"623",62865,49063
"624",54970,39935
"625",59135,48240
"626",51700,48426
"627",74455,49745
"628",62320,49385
"629",52635,43866
"630",68090,49833
"631",64315,49265
"632",77905,49184
"633",59410,49690
"634",61125,49899
"635",71525,47092
"636",53940,46247
"637",63095,50000
"638",57110,49335
"639",60780,48868
"640",58940,48705
"641",60395,49402
"642",57855,46019
"643",57300,49309
"644",65145,49017
"645",58300,49982
"646",66095,48626
"647",70290,50000
"648",63695,46108
"649",66845,49322
"650",68440,49061
"651",61220,49702
"652",58990,49244
"653",52925,42712
"654",64665,50000
"655",66355,49305
"656",58975,49438
"657",61700,49698
"658",73720,49556
"659",58405,46371
"660",61870,48326
"661",65420,49310
"662",61110,48184
"663",64815,46587
"664",61910,44049
"665",55120,44499
"666",69495,48412
"667",53310,49065
"668",62990,48383
"669",68230,48964
"670",50605,45746
"671",70105,49950
"672",74205,48915
"673",69880,49710
"674",58240,48890
"675",65620,47966
"676",64625,47401
"677",51215,46751
"678",45735,41993
"679",80505,49585
"680",78055,49411
"681",71350,49387
"682",67280,47338
"683",53645,48374
"684",70655,44794
"685",78050,49154
"686",70115,49260
"687",65185,48622
"688",67630,48983
"689",68350,49696
"690",46920,45544
"691",71950,50000
"692",66400,45404
"693",63350,49112
"694",53080,42988
"695",55590,42345
"696",64445,48024
"697",62785,49531
"698",68725,49742
"699",73245,49484
"700",66670,49142
"701",62730,49799
"702",66495,49257
"703",46800,37279
"704",62110,47953
"705",46545,44321
"706",55645,49998
"707",65115,48286
"708",58170,48382
"709",62425,45071
"710",70550,49383
"711",68660,49915
"712",64710,45321
"713",76280,49598
"714",72600,46813
"715",62200,49399
"716",70745,49998
"717",68440,50000
"718",50205,42437
"719",60160,47263
"720",66355,49680
"721",57025,45649
"722",53770,43392
"723",62835,48456
"724",55650,43239
"725",67615,49182
"726",66665,49799
"727",71045,50000
"728",77410,49559
"729",61235,42470
"730",66870,49899
"731",62440,49798
"732",77605,48965
"733",59485,49410
"734",63485,46502
"735",67975,49899
"736",56085,49222
"737",74875,49825
"738",63275,48868
"739",65905,48741
"740",69985,46641
"741",69430,50000
"742",63140,49089
"743",51285,49105
"744",62075,49166
"745",63470,49799
"746",68475,48052
"747",61950,49798
"748",52865,49110
"749",72285,49998
"750",63260,49799
"751",56645,49799
"752",65950,49086
"753",64095,49940
"754",60790,49177
"755",72580,49380
"756",57335,48582
"757",83900,49579
"758",66625,49366
"759",61885,49126
"760",77135,49802
"761",44590,42172
"762",66380,50000
"763",72040,46502
"764",53545,49537
"765",58925,48681
"766",61015,48090
"767",61955,47329
"768",69715,50000
"769",51770,49089
"770",56785,49598
"771",70105,49280
"772",63765,49681
"773",75475,49187
"774",64315,50000
"775",58915,44611
"776",73795,46627
"777",63425,49799
"778",72380,49799
"779",65265,48470
"780",52015,48647
"781",48155,34281
"782",76335,49798
"783",74415,49706
"784",63280,50000
"785",61695,46195
"786",74975,49676
"787",42090,40955
"788",61095,50000
"789",68595,48631
"790",69200,49679
"791",74660,49835
"792",62090,49486
"793",57790,43938
"794",67880,49380
"795",58845,49714
"796",64180,46228
"797",71480,45681
"798",74245,50000
"799",77980,49680
"800",67615,49089
"801",68125,48627
"802",56600,48399
"803",68590,49898
"804",61695,49316
"805",64320,49838
"806",65530,49598
"807",65960,47903
"808",63775,44375
"809",70765,46793
"810",62450,49218
"811",55830,49505
"812",65620,45768
"813",68520,46584
"814",61865,49898
"815",60210,47992
"816",59915,49301
"817",61990,47589
"818",52055,48155
"819",66955,49529
"820",52900,48752
"821",55930,43885
"822",52450,40260
"823",44205,42906
"824",73860,47550
"825",53975,38096
"826",68635,48528
"827",57775,49598
"828",69165,50000
"829",53310,47238
"830",58070,48347
"831",65830,49642
"832",65390,44640
"833",69505,49885
"834",65845,49999
"835",55060,48978
"836",60560,48763
"837",58625,46139
"838",49750,44237
"839",63885,49852
"840",37670,37087
"841",68730,49898
"842",52075,45879
"843",40165,36961
"844",73280,47623
"845",78750,47076
"846",68285,48991
"847",52635,38604
"848",64585,49741
"849",55500,45301
"850",55725,47892
"851",57940,50000
"852",52780,45026
"853",64205,44008
"854",57080,47408
"855",55285,48310
"856",65860,47716
"857",67585,47858
"858",58095,46280
"859",69110,48710
"860",69070,47304
"861",69795,49139
"862",73685,49340
"863",54635,48646
"864",61465,49605
"865",63145,47970
"866",60290,47785
"867",75870,49790
"868",57395,44734
"869",63085,49755
"870",64150,44480
"871",67270,49462
"872",50685,45873
"873",59940,49675
"874",67030,49798
"875",70325,48548
"876",60345,47392
"877",75610,49598
"878",63695,47348
"879",64710,45086
"880",57230,49142
"881",63825,49697
"882",48150,44212
"883",56780,48898
"884",39905,39610
"885",73640,49352
"886",70440,49182
"887",77295,48872
"888",66365,45999
"889",65165,49811
"890",53535,48610
"891",64960,47443
"892",66180,44369
"893",53390,45550
"894",65495,50000
"895",56990,41446
"896",73295,46548
"897",67960,50000
"898",69325,48423
"899",64155,48757
"900",69950,48940
"901",63015,49367
"902",58725,47400
"903",63495,48323
"904",60530,48748
"905",69460,49732
"906",73160,49449
"907",54005,48606
"908",79495,49657
"909",72825,49698
"910",63250,47018
"911",56280,44016
"912",63910,49275
"913",69140,48884
"914",68190,48275
"915",50060,48263
"916",70805,50000
"917",62685,47092
"918",69040,49802
"919",69625,50000
"920",69745,48220
"921",60035,47241
"922",55545,49726
"923",53270,48725
"924",75260,50000
"925",65845,45564
"926",51540,49896
"927",60915,49850
"928",67225,49798
"929",71370,48551
"930",76480,49850
"931",57325,46076
"932",63380,42877
"933",58975,43056
"934",69735,49589
"935",61610,48936
"936",76665,49130
"937",57420,48677
"938",58520,47954
"939",53110,44582
"940",64790,49598
"941",60440,48923
"942",75880,49103
"943",68895,48332
"944",70940,49530
"945",60410,47795
"946",69880,50000
"947",65445,48910
"948",69315,49061
"949",59230,46748
"950",64820,46102
"951",66535,49935
"952",69265,49698
"953",71495,48518
"954",47940,40047
"955",79135,48942
"956",63285,49553
"957",61775,48989
"958",59240,49484
"959",63350,46787
"960",69330,47608
"961",58280,48863
"962",75930,48263
"963",61340,48647
"964",68010,49960
"965",72855,48601
"966",51605,47789
"967",55225,48160
"968",58600,46190
"969",65480,48642
"970",60745,49892
"971",64455,46123
"972",52460,47417
"973",65530,39943
"974",59235,48938
"975",68725,49899
"976",67780,47162
"977",52460,48275
"978",81190,49158
"979",65640,48827
"980",67780,46012
"981",57580,49698
"982",44925,41079
"983",51760,48109
"984",69475,50000
"985",53130,46025
"986",64595,49677
"987",64160,48362
"988",64995,49798
"989",60520,50000
"990",64990,48644
"991",47130,37130
"992",55415,43756
"993",66560,49925
"994",75555,49998
"995",59900,49899
"996",61930,47572
"997",59445,45472
"998",65700,48136
"999",77515,49354
"1000",65465,50000
"1001",31895,31183
"1002",59675,47629
"1003",47365,44484
"1004",65710,49042
"1005",64305,49505
"1006",58675,48953
"1007",65790,47295
"1008",71560,48835
"1009",60385,46838
"1010",61775,48181
"1011",63730,49282
"1012",59660,44885
"1013",81070,49332
"1014",74510,48940
"1015",71625,49698
"1016",45770,31015
"1017",69220,48182
"1018",61775,49218
"1019",64010,48516
"1020",61915,47583
"1021",42880,39442
"1022",45670,43410
"1023",57440,48602
"1024",55770,46515
"1025",61240,47785
"1026",69615,49529
"1027",51480,49767
"1028",33600,32917
"1029",67815,44792
"1030",56440,46723
"1031",53300,43614
"1032",59335,48912
"1033",58500,47370
"1034",53730,46990
"1035",75145,49598
"1036",69490,50000
"1037",52830,38742
"1038",49240,44316
"1039",66285,50000
"1040",64690,49945
"1041",58175,49842
"1042",67020,49785
"1043",64970,49309
"1044",73130,49445
"1045",57875,49998
"1046",81615,49215
"1047",60360,50000
"1048",67915,48596
"1049",60215,46533
"1050",62965,47571
"1051",71190,49708
"1052",61615,45689
"1053",67620,49799
"1054",70585,48792
"1055",70280,50000
"1056",56770,45866
"1057",64610,49607
"1058",47310,41128
"1059",64780,49553
"1060",64520,49381
"1061",65645,46972
"1062",62180,50000
"1063",64565,49799
"1064",58240,49998
"1065",74365,49289
"1066",75645,50000
"1067",72095,49817
"1068",68030,48821
"1069",75575,49032
"1070",63140,49872
"1071",69475,48931
"1072",77300,49913
"1073",50340,46082
"1074",68885,47325
"1075",64695,46963
"1076",55840,46116
"1077",57770,49272
"1078",62560,47208
"1079",56840,48396
"1080",73295,49595
"1081",74255,49501
"1082",60690,41709
"1083",65605,49167
"1084",69435,48366
"1085",51440,48269
"1086",68995,48377
"1087",61355,49680
"1088",46560,43861
"1089",64645,49430
"1090",48755,45062
"1091",57365,50000
"1092",60060,48679
"1093",67130,48065
"1094",66230,50000
"1095",75035,50000
"1096",58585,48926
"1097",66130,46198
"1098",66505,46931
"1099",65505,45530
"1100",70485,44829
"1101",69110,50000
"1102",62830,49275
"1103",66730,48930
"1104",63115,48590
"1105",62230,49568
"1106",71135,46796
"1107",63780,49281
"1108",60295,49752
"1109",66660,49094
"1110",72875,49899
"1111",45305,40727
"1112",72140,49899
"1113",57560,45809
"1114",65280,49942
"1115",63725,49456
"1116",69015,49998
"1117",74335,49596
"1118",56915,46543
"1119",71290,49840
"1120",51875,49079
"1121",61400,49998
"1122",64850,49264
"1123",60095,47621
"1124",68865,49980
"1125",62600,46501
"1126",68390,49683
"1127",61605,49116
"1128",71505,49798
"1129",62505,49261
"1130",61020,49560
"1131",70650,50000
"1132",63090,49998
"1133",63780,46398
"1134",53165,41903
"1135",74430,49445
"1136",69400,48189
"1137",61270,49515
"1138",50735,43358
"1139",72210,49592
"1140",52215,46368
"1141",53580,48459
"1142",69360,48563
"1143",72015,48867
"1144",56960,44073
"1145",55765,47235
"1146",78575,48879
"1147",65230,49294
"1148",72460,49545
"1149",66435,49114
"1150",65760,44439
"1151",66955,49043
"1152",66525,49091
"1153",72265,49141
"1154",67005,46258
"1155",59165,44651
"1156",63490,49899
"1157",73085,47419
"1158",51625,42284
"1159",62000,49178
"1160",68330,48442
"1161",66895,49836
"1162",69750,49470
"1163",65145,47281
"1164",34945,30592
"1165",57015,46938
"1166",58075,48881
"1167",66460,48370
"1168",67165,49898
"1169",47150,44856
"1170",64405,45629
"1171",59760,46358
"1172",63410,49698
"1173",62480,49798
"1174",61095,44927
"1175",67815,49541
"1176",51425,46884
"1177",77310,48579
"1178",63145,47802
"1179",62535,50000
"1180",56690,47892
"1181",71605,49799
"1182",72765,49253
"1183",46085,43898
"1184",62915,48163
"1185",66120,49620
"1186",78065,49937
"1187",75245,49899
"1188",64220,47639
"1189",72100,47176
"1190",52005,46076
"1191",43615,41066
"1192",66580,49816
"1193",56005,46099
"1194",52160,49544
"1195",73825,48485
"1196",50745,45298
"1197",71310,45287
"1198",53035,45231
"1199",52390,47965
"1200",55515,42914
"1201",61980,49007
"1202",73320,49849
"1203",66805,49119
"1204",56445,49528
"1205",76705,50000
"1206",57840,48992
"1207",72625,49336
"1208",58750,45188
"1209",50840,48490
"1210",64950,49301
"1211",62675,48909
"1212",67895,46647
"1213",68300,49374
"1214",68270,49599
"1215",61780,47936
"1216",58545,49132
"1217",67225,49481
"1218",67725,49386
"1219",67280,49698
"1220",69030,48742
"1221",69710,49164
"1222",59730,42143
"1223",75015,50000
"1224",57450,49575
"1225",50615,46057
"1226",56655,49594
"1227",64085,49455
"1228",62840,49899
"1229",64400,49830
"1230",69940,49598
"1231",58910,49290
"1232",67215,48594
"1233",63945,49799
"1234",59445,49824
"1235",48665,44624
"1236",56870,47498
"1237",65220,47950
"1238",67500,49799
"1239",62250,48786
"1240",70555,49393
"1241",61785,49715
"1242",60690,46093
"1243",75445,47698
"1244",67625,49688
"1245",67555,48401
"1246",73660,47649
"1247",69870,49698
"1248",49285,43603
"1249",53340,45677
"1250",62940,49255
"1251",62565,50000
"1252",54060,49537
"1253",61375,49842
"1254",58600,49999
"1255",60250,48741
"1256",56130,48081
"1257",70735,49649
"1258",56895,48741
"1259",65175,47734
"1260",79030,49656
"1261",65320,45352
"1262",68025,49998
"1263",61530,49241
"1264",61770,49798
"1265",59020,48089
"1266",67215,48940
"1267",64680,49555
"1268",67555,49240
"1269",67020,45389
"1270",65960,47169
"1271",61460,40667
"1272",65170,48156
"1273",51970,39227
"1274",66215,47491
"1275",72540,49397
"1276",49450,47437
"1277",69190,47191
"1278",68075,48637
"1279",56185,49197
"1280",63090,49514
"1281",61635,49233
"1282",66800,49799
"1283",65415,49068
"1284",67385,48681
"1285",70455,49857
"1286",57035,49898
"1287",59090,47482
"1288",73780,47176
"1289",52360,46149
"1290",69845,49613
"1291",59975,50000
"1292",64640,49542
"1293",38240,34161
"1294",62955,47536
"1295",70225,48932
"1296",54340,48625
"1297",61620,49798
"1298",71075,50000
"1299",69785,49998
"1300",64360,49010
"1301",70915,46192
"1302",72615,49899
"1303",82565,50000
"1304",74325,47142
"1305",63510,49399
"1306",64485,46614
"1307",73280,48770
"1308",61545,48128
"1309",63785,48314
"1310",71020,49588
"1311",62020,49119
"1312",62865,43140
"1313",68265,49335
"1314",71280,49767
"1315",53330,43025
"1316",56865,48448
"1317",46450,43840
"1318",55125,38270
"1319",65645,49301
"1320",59150,49429
"1321",68680,49799
"1322",66425,48694
"1323",68795,47714
"1324",58960,44269
"1325",58990,49580
"1326",50475,43131
"1327",62785,49897
"1328",49250,42686
"1329",60325,49050
"1330",61120,43477
"1331",69030,49799
"1332",67810,47997
"1333",61025,49698
"1334",51880,43598
"1335",71080,49444
"1336",63335,48659
"1337",72770,48570
"1338",65355,49799
"1339",54395,47257
"1340",64475,44956
"1341",73950,49998
"1342",69155,49249
"1343",73010,48533
"1344",70790,49475
"1345",56000,43653
"1346",76605,50000
"1347",64550,49037
"1348",65815,49648
"1349",79660,49277
"1350",58030,49681
"1351",54425,49600
"1352",62855,49698
"1353",52070,49565
"1354",83870,49647
"1355",74200,49761
"1356",58140,47227
"1357",57680,49750
"1358",66260,49627
"1359",57145,50000
"1360",67345,49677
"1361",69670,50000
"1362",67155,49302
"1363",71080,47733
"1364",73510,48299
"1365",64425,49337
"1366",70650,49698
"1367",61035,46160
"1368",52100,47682
"1369",34415,32172
"1370",65485,49777
"1371",67560,49898
"1372",59945,46789
"1373",63375,49059
"1374",76215,48589
"1375",74890,49798
"1376",62680,48439
"1377",64290,48528
"1378",68020,49862
"1379",72915,49270
"1380",54090,49998
"1381",70715,49998
"1382",71820,49634
"1383",66300,49591
"1384",53070,46218
"1385",54040,46996
"1386",57490,49590
"1387",63710,49520
"1388",71415,47852
"1389",80880,50000
"1390",63080,49798
"1391",57855,49492
"1392",63950,49179
"1393",62870,49798
"1394",67525,49245
"1395",70415,47567
"1396",62635,48889
"1397",70320,47525
"1398",64115,49032
"1399",60790,49787
"1400",65790,49423
"1401",63580,48541
"1402",54685,42445
"1403",55055,45476
"1404",70150,48646
"1405",60955,48990
"1406",68940,50000
"1407",58000,48669
"1408",61930,48407
"1409",66680,49500
"1410",68250,48819
"1411",60985,46389
"1412",62265,49588
"1413",56525,42022
"1414",56960,48007
"1415",65855,48432
"1416",57580,47837
"1417",66280,49998
"1418",58900,49799
"1419",70170,49001
"1420",69725,49196
"1421",61795,50000
"1422",60825,46850
"1423",64845,48998
"1424",64425,48282
"1425",73755,48987
"1426",80170,49698
"1427",47850,44949
"1428",56460,46752
"1429",74895,49108
"1430",70555,48725
"1431",70460,50000
"1432",50880,42395
"1433",57720,49672
"1434",57530,49079
"1435",74820,50000
"1436",58200,47750
"1437",75625,49270
"1438",66960,47596
"1439",75820,47333
"1440",61945,46817
"1441",72305,44129
"1442",71065,46433
"1443",74510,49292
"1444",76940,49867
"1445",60140,45455
"1446",69130,49998
"1447",52965,46266
"1448",61050,48639
"1449",65410,49716
"1450",61780,45557
"1451",77100,48578
"1452",60545,48157
"1453",83500,49576
"1454",52060,40611
"1455",67285,47811
"1456",78380,48417
"1457",67325,46573
"1458",64335,50000
"1459",68740,49310
"1460",61810,49450
"1461",54375,48772
"1462",69400,49584
"1463",75790,46308
"1464",53335,47966
"1465",56205,48638
"1466",71465,48382
"1467",68440,45413
"1468",60630,48964
"1469",49365,45324
"1470",67685,47525
"1471",53765,45953
"1472",47595,42150
"1473",65185,49649
"1474",67695,48623
"1475",74045,49998
"1476",63610,49546
"1477",64665,48849
"1478",82600,47267
"1479",64435,44751
"1480",69845,48353
"1481",46265,39945
"1482",56565,48100
"1483",53590,46470
"1484",71005,46967
"1485",67315,50000
"1486",57000,48903
"1487",70790,50000
"1488",69855,49635
"1489",61075,49598
"1490",54620,42917
"1491",59360,46400
"1492",69385,49899
"1493",67760,46634
"1494",55490,49634
"1495",72995,49655
"1496",54090,44917
