"","finalStackSize","lowestStackSize"
"214",32130,25594
"215",42345,29957
"216",43465,30000
"217",28450,26375
"218",38295,29127
"219",33845,27293
"220",33235,29246
"221",26770,25459
"222",36990,28144
"223",38905,29789
"224",30260,25453
"225",30655,30000
"226",33375,29039
"227",35420,29994
"228",29765,28339
"229",30020,27115
"230",40370,29658
"231",39225,29998
"232",33620,28988
"233",35035,28881
"234",27330,25985
"235",38080,29743
"236",36075,29949
"237",33865,29277
"238",32745,29355
"239",34875,29186
"240",35135,26155
"241",36970,29763
"242",40645,29774
"243",32980,29181
"244",40635,29717
"245",39915,29994
"246",36795,29778
"247",40025,29736
"248",34050,27662
"249",37350,29453
"250",32680,29672
"251",40385,29989
"252",26710,21062
"253",36440,29929
"254",32600,29739
"255",35890,29697
"256",31970,28950
"257",41780,29993
"258",41480,29798
"259",30050,27650
"260",31630,26802
"261",34065,28632
"262",28920,26454
"263",43745,29621
"264",28990,22978
"265",34075,28576
"266",29255,25554
"267",36730,29917
"268",28280,27413
"269",39025,29989
"270",35005,29001
"271",37545,29850
"272",40375,29810
"273",36105,29297
"274",33395,25677
"275",34895,29306
"276",39435,28247
"277",34270,29862
"278",30855,28684
"279",23525,21576
"280",24970,18820
"281",36770,29664
"282",35855,27257
"283",24625,24112
"284",38960,29715
"285",40900,29392
"286",32555,26092
"287",38825,29470
"288",39495,29133
"289",34785,28196
"290",36570,27787
"291",37560,28698
"292",32280,29743
"293",31390,29006
"294",36230,29749
"295",38205,28318
"296",35590,29998
"297",34930,26238
"298",43790,29955
"299",30710,25191
"300",29360,25793
"301",40470,29326
"302",36140,29998
"303",34955,29916
"304",36345,29998
"305",32020,28439
"306",43245,30000
"307",36335,29538
"308",33730,28663
"309",40205,29855
"310",41225,29791
"311",37175,27129
"312",41255,29994
"313",38095,29940
"314",37250,29559
"315",39760,26089
"316",36065,28271
"317",33945,26596
"318",38785,29156
"319",42180,29848
"320",38405,29080
"321",33520,29839
"322",35050,29805
"323",37055,29983
"324",39050,28834
"325",34165,28281
"326",39775,29938
"327",32510,28437
"328",34100,28082
"329",38135,29141
"330",27025,25164
"331",34460,29983
"332",35600,28799
"333",33405,29836
"334",33795,29983
"335",37760,29630
"336",34800,29341
"337",37860,29768
"338",39865,28218
"339",38645,29691
"340",34825,29827
"341",35875,30000
"342",37205,30000
"343",31230,27387
"344",32695,28309
"345",27600,26667
"346",28585,27947
"347",36400,29998
"348",34390,28022
"349",41455,29988
"350",38505,29994
"351",35075,29882
"352",36765,27542
"353",32965,29861
"354",37245,29137
"355",36985,29867
"356",44750,29408
"357",38730,29216
"358",32910,30000
"359",33915,29462
"360",38875,28455
"361",39385,29629
"362",35130,28197
"363",34075,29941
"364",43740,29897
"365",37580,29177
"366",38755,28668
"367",24330,22179
"368",27145,25740
"369",34750,23572
"370",31300,21365
"371",35955,29178
"372",39845,29988
"373",37860,29163
"374",38245,29983
"375",39700,29717
"376",27100,26010
"377",38305,28369
"378",32865,29601
"379",32845,27567
"380",32630,28013
"381",36505,30000
"382",25870,25480
"383",42945,29557
"384",39535,29208
"385",38185,29091
"386",35430,29587
"387",32300,29013
"388",35205,26561
"389",33655,28675
"390",31540,29749
"391",40235,29905
"392",35435,27976
"393",40325,29603
"394",27470,21407
"395",31185,28950
"396",34035,26681
"397",33735,29124
"398",40495,29994
"399",31310,29600
"400",33995,29549
"401",43175,29978
"402",36485,29039
"403",31475,29834
"404",36365,29473
"405",43190,28725
"406",35020,29926
"407",39360,29989
"408",29475,25187
"409",37625,28541
"410",36840,29984
"411",36570,29614
"412",30370,30000
"413",20770,17287
"414",41975,29983
"415",34200,28254
"416",32505,28973
"417",39940,28574
"418",26205,25169
"419",34300,28893
"420",24535,21932
"421",28335,27958
"422",37475,27393
"423",36020,29995
"424",30210,27867
"425",35065,29371
"426",40695,30000
"427",35395,29149
"428",42910,29962
"429",36975,29989
"430",35995,29571
"431",37975,26986
"432",35765,29428
"433",42040,29460
"434",42470,29402
"435",37390,29783
"436",43285,29940
"437",36590,28573
"438",35325,29364
"439",36745,29603
"440",34090,29267
"441",30325,24161
"442",30950,29998
"443",41425,29988
"444",26520,25473
"445",34185,29827
"446",35785,29574
"447",29775,27734
"448",26490,19857
"449",40085,27774
"450",34215,29209
"451",39550,27741
"452",40925,28952
"453",31580,27126
"454",35085,29704
"455",19030,15424
"456",37070,29988
"457",39175,29671
"458",35685,26059
"459",32810,27955
"460",26635,17980
"461",36930,27907
"462",32105,28567
"463",38050,29775
"464",37205,29989
"465",39640,28978
"466",28415,23210
"467",29495,25966
"468",40540,27063
"469",29560,26449
"470",23350,19548
"471",38520,29840
"472",39240,30000
"473",28835,19413
"474",32115,28348
"475",40245,29994
"476",36005,29236
"477",34985,27143
"478",41830,29749
"479",36605,28830
"480",32785,28562
"481",31860,28694
"482",33075,30000
"483",38560,30000
"484",33700,29225
"485",44880,29988
"486",39915,29493
"487",33470,26634
"488",32035,26425
"489",43070,29978
"490",38455,29994
"491",37295,29777
"492",36020,29183
"493",38525,30000
"494",36275,29954
"495",33360,29940
"496",35440,29332
"497",33220,25528
"498",39015,29682
"499",34070,29916
"500",40030,29998
"501",37760,28859
"502",39085,28795
"503",40700,29974
"504",35760,26864
"505",33105,28324
"506",33405,29627
"507",32120,26883
"508",39625,29424
"509",32795,28061
"510",42290,29983
"511",46520,29897
"512",32865,28311
"513",29630,27862
"514",35770,26306
"515",28475,17345
"516",37725,29684
"517",35510,29513
"518",37180,29603
"519",40665,28001
"520",26145,23708
"521",32920,28216
"522",32505,29513
"523",31415,28643
"524",36610,29725
"525",49450,29989
"526",34010,29378
"527",42285,29895
"528",28670,25768
"529",29220,27421
"530",36890,28180
"531",32790,28255
"532",35660,29178
"533",26555,23166
"534",17945,16434
"535",32195,28549
"536",39055,27995
"537",30515,24967
"538",38115,29693
"539",32775,26214
"540",21485,20353
"541",38780,28668
"542",33525,28600
"543",41190,28393
"544",38640,29994
"545",37110,27599
"546",37230,29144
"547",43535,28418
"548",40845,29124
"549",31370,27416
"550",32770,29142
"551",37295,29994
"552",40005,29903
"553",38585,29981
"554",35875,29460
"555",39610,28171
"556",37635,28721
"557",40310,29793
"558",38900,29950
"559",37145,29978
"560",30725,27679
"561",27825,25945
"562",34895,29797
"563",41435,29853
"564",32705,28335
"565",36695,28766
"566",32910,28248
"567",38835,29860
"568",39455,29685
"569",34925,29994
"570",41605,29432
"571",32635,30000
"572",22190,21865
"573",35165,29749
"574",42195,30000
"575",26020,18873
"576",37185,30000
"577",32985,29757
"578",36475,29648
"579",36020,29340
"580",30275,26145
"581",32710,28284
"582",34225,28067
"583",40295,27608
"584",33190,29810
"585",44200,29906
"586",31655,29475
"587",35960,29998
"588",39405,29994
"589",39400,29647
"590",28485,26358
"591",38055,29236
"592",38505,28427
"593",41490,29603
"594",31145,29190
"595",37930,29776
"596",37205,29998
"597",41920,28515
"598",34605,28368
"599",27015,24600
"600",40255,29757
"601",34095,26548
"602",38335,28072
"603",43790,29737
"604",30565,29632
"605",36015,27884
"606",36660,27511
"607",33535,28790
"608",26945,24312
"609",25895,24847
"610",39710,29983
"611",35570,29565
"612",34505,29630
"613",34605,29221
"614",36340,28784
"615",37240,29644
"616",36925,29813
"617",38645,28162
"618",31675,29602
"619",40545,29960
"620",40695,29983
"621",37255,29333
"622",27810,26306
"623",31615,24788
"624",31310,26888
"625",35350,26066
"626",37745,29978
"627",35010,29866
"628",35575,29683
"629",35095,29847
"630",38390,30000
"631",33990,28121
"632",25655,24850
"633",32775,29172
"634",35820,29297
"635",29310,26212
"636",38265,28612
"637",36245,29558
"638",36810,29522
"639",33170,27753
"640",42865,29988
"641",33990,27671
"642",42170,29905
"643",35340,29805
"644",40230,29988
"645",37905,29939
"646",28330,27234
"647",35990,28997
"648",37025,29645
"649",43790,29247
"650",34275,28269
"651",35995,27262
"652",37225,28641
"653",40085,29776
"654",36690,29723
"655",35855,29853
"656",30200,28610
"657",35545,27845
"658",40095,30000
"659",32380,25701
"660",29460,27275
"661",33070,28507
"662",33090,27137
"663",39710,29076
"664",38850,29924
"665",35320,29730
"666",33430,28183
"667",43010,29989
"668",33885,27219
"669",33855,27359
"670",34575,29078
"671",30780,25007
"672",41610,29998
"673",40465,30000
"674",39890,30000
"675",36855,29500
"676",41530,29954
"677",30755,27036
"678",34275,28918
"679",33070,30000
"680",39555,30000
"681",38410,29671
"682",41970,29436
"683",34835,26598
"684",39380,29533
"685",32305,29544
"686",33090,27934
"687",39325,29894
"688",43820,29989
"689",40395,29994
"690",40330,29952
"691",35135,29989
"692",41260,29139
"693",31665,29777
"694",33215,27714
"695",37360,29989
"696",29265,26855
"697",33005,24961
"698",36515,28936
"699",39065,27398
"700",26370,22965
"701",35705,29988
"702",36195,28379
"703",34015,28670
"704",30420,29629
"705",32125,29828
"706",38580,29988
"707",34545,27588
"708",35095,28596
"709",29155,27477
"710",35530,29646
"711",34600,28549
"712",42665,27578
"713",44090,29889
"714",34825,27571
"715",40855,29737
"716",35075,29762
"717",42425,29994
"718",31775,28448
"719",38780,29607
"720",32625,29998
"721",36045,29989
"722",31815,30000
"723",33835,29809
"724",36405,27975
"725",31520,27893
"726",41190,29935
"727",32125,27696
"728",34150,29983
"729",31190,28499
"730",31505,28140
"731",33985,28973
"732",32685,28738
"733",33675,29081
"734",35785,29409
"735",34285,29881
"736",37415,29529
"737",39055,27304
"738",35960,29025
"739",29165,22699
"740",32070,28009
"741",31770,27755
"742",37230,26845
"743",35160,26891
"744",41060,29975
"745",33915,29104
"746",41565,28323
"747",37010,28686
"748",38115,29947
"749",39705,28818
"750",29810,27443
"751",32465,25823
"752",37720,28832
"753",36085,27905
"754",33575,30000
"755",34445,29829
"756",36705,27820
"757",38600,29433
"758",33100,28930
"759",37455,29997
"760",35805,29847
"761",40720,29897
"762",38445,29630
"763",33840,28257
"764",38880,29399
"765",39435,29506
"766",40010,29682
"767",39135,29864
"768",34835,29634
"769",30515,25197
"770",45325,30000
"771",40800,30000
"772",44650,30000
"773",32570,26769
"774",28735,27065
"775",34440,29989
"776",29675,26632
"777",41650,30000
"778",39745,29642
"779",31030,29572
"780",34065,29152
"781",40315,29994
"782",32710,29958
"783",23250,23006
"784",33770,23778
"785",32505,27113
"786",36505,29468
"787",38445,29709
"788",41625,28538
"789",36235,28765
"790",29550,27130
"791",43365,28992
"792",31910,26760
"793",38540,28722
"794",38675,26760
"795",42855,30000
"796",29510,29137
"797",31045,29357
"798",33015,29120
"799",30100,27749
"800",34770,29986
"801",34990,27924
"802",42930,30000
"803",29615,26259
"804",30470,24876
"805",35750,28280
"806",35900,29466
"807",40685,28660
"808",37390,29943
"809",37055,29561
"810",34730,26262
"811",20175,17971
"812",29955,29295
"813",41875,29968
"814",33025,27366
"815",37565,29597
"816",35705,29994
"817",39410,29912
"818",28325,21144
"819",35025,29599
"820",42440,29955
"821",38060,29983
"822",32520,29857
"823",26935,21534
"824",33785,29930
"825",32950,27289
"826",37105,29702
"827",37785,29917
"828",27460,25194
"829",37935,29681
"830",41470,30000
"831",38910,28802
"832",35930,29698
"833",38450,29268
"834",40975,29627
"835",35720,28986
"836",29870,27703
"837",28655,27883
"838",32365,29033
"839",32725,27688
"840",37345,29649
"841",37900,29318
"842",31245,29250
"843",30095,26811
"844",36270,29706
"845",35170,29993
"846",36095,28570
"847",33375,28895
"848",34080,29998
"849",37520,29988
"850",35825,29787
"851",36465,29459
"852",34030,28647
"853",36475,28323
"854",39530,29912
"855",29845,27290
"856",35215,29304
"857",39705,29558
"858",34380,29829
"859",43360,29895
"860",36980,29210
"861",37575,29975
"862",31075,27182
"863",34440,28305
"864",34830,29983
"865",35050,29895
"866",31940,28922
"867",38105,29778
"868",34970,26792
"869",33855,28779
"870",29560,28402
"871",32685,27449
"872",34160,29031
"873",30250,28632
"874",40865,29762
"875",28950,28950
"876",37685,29978
"877",35980,29989
"878",34965,28368
"879",35750,29551
"880",34925,28501
"881",31690,27459
"882",36740,29982
"883",36205,29122
"884",39830,29988
"885",37445,29869
"886",32155,28956
"887",37700,29772
"888",34860,29323
"889",32920,28900
"890",43175,30000
"891",34325,27770
"892",32660,28155
"893",30340,26548
"894",39055,29765
"895",33185,29479
"896",33765,28172
"897",31585,26330
"898",34385,28474
"899",31310,27854
"900",37365,29587
"901",32730,27014
"902",35580,29337
"903",40250,29809
"904",38905,27570
"905",27145,25779
"906",39155,29626
"907",24970,22680
"908",38910,29994
"909",39140,30000
"910",37410,29698
"911",33605,29730
"912",34335,28275
"913",35590,29854
"914",44725,29599
"915",35915,29837
"916",37395,29755
"917",36115,29561
"918",32855,26225
"919",36320,30000
"920",36315,28712
"921",31735,29499
"922",32130,25626
"923",36800,29856
"924",35230,28431
"925",31835,29932
"926",42465,29314
"927",29630,27841
"928",38205,29983
"929",31410,26981
"930",38745,27278
"931",25110,23853
"932",37940,29428
"933",35080,29857
"934",42560,30000
"935",30085,27880
"936",33000,29616
"937",36390,28067
"938",38255,29983
"939",36475,29909
"940",40670,29795
"941",30135,28311
"942",38135,29998
"943",35110,29874
"944",30635,26665
"945",41730,29983
"946",32995,29508
"947",37940,29496
"948",31735,28880
"949",28520,24254
"950",39320,30000
"951",41430,29696
"952",33280,27393
"953",33195,29072
"954",42840,29033
"955",40520,29803
"956",36405,29687
"957",34180,29921
"958",41480,29965
"959",32950,25578
"960",38585,29616
"961",35220,27319
"962",33135,29236
"963",33385,28081
"964",40280,29464
"965",31670,26436
"966",41975,29632
"967",34915,29651
"968",31420,28337
"969",29710,26198
"970",38645,28201
"971",41520,29959
"972",38005,28415
"973",33540,29804
"974",36310,29987
"975",34220,29980
"976",36140,27762
"977",33040,29847
"978",38840,29777
"979",28595,26137
"980",41825,29870
"981",39970,29647
"982",39135,29755
"983",36575,29880
"984",36750,29259
"985",39195,30000
"986",40515,29187
"987",31025,26178
"988",35815,29988
"989",37835,29993
"990",33570,28801
"991",40885,29818
"992",30080,28244
"993",41550,29900
"994",24940,20183
"995",34070,29696
"996",34365,29657
"997",40620,28789
"998",34730,29989
"999",29195,27916
"1000",35365,29387
