9230,-1047
13970,-307
2425,-1869
17300,-10
8340,-274
21330,-1397
4800,-5491
18055,-1938
17965,0
9635,-1922
12155,-2869
6760,-3230
17240,-1475
22005,-1118
17595,0
22430,-2555
11400,-4938
4460,0
8785,-478
23045,0
20790,-240
22905,0
15290,0
-1455,-7811
21900,-80
15735,-2306
9640,-238
15870,-768
-475,-6788
15690,-562
10120,-231
580,-4006
7760,-2220
8700,-876
23905,-319
12105,-1024
10710,-6664
12665,-1646
32550,0
5105,-5531
19825,-45
20610,0
23230,-70
15475,-2260
9640,-5792
17385,0
17105,-1245
13345,-399
2540,-6361
7815,-831
17660,0
11050,-306
12150,0
14780,-5518
20135,-434
17665,0
25715,-257
9530,-173
15400,-6
16985,-184
14485,0
24460,-123
15225,-1199
26580,-285
8145,-2667
3275,-1961
11135,-2747
12295,-2028
26575,-204
11890,-1849
6085,-6117
16035,0
660,-4187
5670,-3562
9850,-110
12150,-409
16690,-240
24975,0
26520,-133
16735,-1512
19460,-1229
4520,-1876
18100,-277
22675,-1560
4490,-2568
30900,-521
12560,-2052
-4705,-7289
23670,-215
2610,-2338
11920,-3087
22825,-584
16575,-1241
23395,-162
1840,-12514
13395,-1688
17945,0
17565,-147
19300,-2294
8325,-6681
13530,-4711
6550,-2790
25655,-318
2910,-6708
15610,-3051
16600,-560
23585,-1029
11070,-980
7360,-2787
15985,-525
10525,-1328
6010,-762
12615,-550
6350,-3147
9460,-1337
6245,-2866
12575,-3062
7110,-1479
27060,-145
24185,-10
14840,-523
20855,-325
27205,-2389
17190,-125
3380,-2416
34540,-127
9010,-1795
6955,0
-3160,-5692
4430,-3934
9075,-951
6345,-4445
5640,-405
3890,-1126
7620,-208
13030,-1118
29110,-1115
4120,-4835
10695,-10
19455,-1099
16690,-1104
21780,-956
2040,-3280
11165,-1401
14270,-1974
13285,-1688
6050,-1667
23055,-40
7000,-2294
11050,-2262
12115,-2662
13835,-1231
5105,-1642
3355,-3079
22130,-2479
11990,-1470
9440,-2666
14310,-1682
17350,-1750
9710,-103
10640,-8216
1390,-3747
12710,-880
13970,-4671
8520,-396
23220,-631
1250,-107
7135,-3574
-2085,-4982
9760,-2574
19445,-75
11730,-50
5135,-1290
20775,0
9880,-5
8750,-1005
14605,-193
15835,-1100
15610,-1854
5195,-223
17300,-1343
16065,-2768
-850,-3468
15665,-839
-545,-5921
14075,-2498
13220,-2016
5395,-3136
8870,-3329
8945,-1057
24950,-3033
10230,-2669
23975,-1096
16920,-2261
20430,-2318
25860,-1208
3290,-3301
22240,-801
17755,-1496
15715,-3441
8630,-1182
23565,-103
10500,-692
12680,-9325
6585,-3979
16155,-396
12680,-3519
11485,-4214
-12920,-14474
12960,0
20055,-549
23835,-557
700,-1331
13545,-4746
19055,-692
10095,-2471
5530,-2435
-10205,-15214
2355,-2564
6010,-554
20040,-1335
3330,-1739
19415,-1384
425,-7815
21075,-199
21415,-9
17640,-711
27100,0
11615,-3547
25120,-1912
13670,-5311
8220,-102
26635,-756
16975,-150
5005,-1899
17320,-115
17955,-1145
12045,-6006
-3490,-5503
10650,-5384
21115,-119
25695,0
15600,-2198
18390,-681
26495,-226
-5570,-6972
17490,-1224
17020,-905
10880,-3633
28015,-1000
10810,-2315
20175,-907
-4280,-19016
1980,-1153
16230,-3693
5355,-4134
13080,0
22440,-631
-835,-6499
20755,-3286
14595,-616
20520,-139
12260,-2124
11900,-379
9120,-1038
11310,-3628
17640,-1759
-300,-6767
21810,0
16435,-207
7035,-10
22510,-2179
25305,-2788
24380,0
13970,-691
18660,-1092
27460,-1351
20300,-173
3360,-2656
18990,-789
11205,-2502
15765,-3087
12760,-770
18405,-1320
17435,-1834
12825,-972
9070,-4505
19290,-344
23810,-1153
1195,-4107
7800,-64
33370,-418
3650,-6044
11500,-1244
5930,-1978
11265,-80
2945,-9466
21395,-1676
19240,-1997
5380,-2524
5140,-849
27550,-178
2835,-1200
26995,-389
16500,-1711
13410,-2345
9290,-812
12420,-1929
9410,-3570
27285,0
29395,-1129
9310,-994
16255,-1486
19865,-738
5300,-3804
4050,-3182
24480,-703
20495,-2919
21855,-344
18485,-427
16965,-1337
11735,-686
7035,-6604
29290,-466
22055,-3524
14110,0
23055,-35
17885,-865
18575,-76
11720,-392
19140,-113
13475,-3801
5150,-3687
12340,-1566
23460,-751
14635,-2524
13790,-1475
22950,-173
19675,-625
15505,-1014
14230,0
20105,-270
16410,-1340
-135,-800
15830,-423
21485,-1338
10250,-2013
14900,-385
5420,-1953
19080,-302
21790,-744
21325,-2684
10475,0
22915,-3128
20410,-791
18245,-1647
14600,-669
8815,-348
31435,-3735
26850,-533
11765,0
17855,-209
15665,0
13820,-1630
7810,-2164
23600,-35
15025,-2065
31970,-336
17810,-430
6175,-3463
21780,0
22960,-4077
17330,-875
17885,-149
10855,-2925
14735,-4039
-11745,-13926
4575,-1697
8715,-7644
7910,-4327
9650,-3006
14755,-1254
6265,-1071
19375,-918
10655,-1377
10215,-1202
19250,-1235
15755,-843
7855,-7423
19815,-1016
5405,-1092
-3890,-4470
55,-2066
11380,-1246
11040,-2507
12530,-4191
12300,-3803
6365,-1339
23825,-45
24090,-742
6525,-3175
22665,-200
8545,-4663
17790,0
12380,-3358
35930,-430
7345,-517
7975,-215
20035,-120
11400,-1464
12205,-3335
20090,-1665
5620,-2472
11725,-6015
10260,-882
12990,-1222
21825,-144
17820,-203
1880,-5078
11445,-5258
20640,-300
22400,-376
19645,-500
6100,-6604
25560,-1341
8105,-2597
15790,-1109
-955,-2609
11050,-154
23955,-43
18220,-190
15345,-2206
18815,-402
15505,-309
13900,-28
12450,-3517
9920,-1640
22310,-1046
25855,-656
18080,0
12725,-10
21055,-961
5880,-5807
9905,-804
4500,-553
14825,-2561
18280,-3814
19980,-200
12400,-1056
20370,-2128
14885,-5519
14855,-326
8770,-3094
6015,-1408
19260,-1594
8955,-4991
14190,-616
11740,-1638
16245,-1438
16465,-24
28440,-150
28250,-10
24355,-1115
17295,-1054
-4000,-4453
20285,-195
24935,-1439
10500,-936
31750,-526
22020,0
10260,-911
5385,-7686
17565,0
11090,-1413
15680,-2028
2820,-4737
13025,-3355
14135,-2218
19200,-1100
4940,0
20960,-175
11620,-457
15550,-532
12100,-1964
16650,-989
14370,-1747
11035,-144
19425,-33
17125,-2094
8205,-4628
21575,-1910
12510,-1374
9220,-3026
4580,-1186
5450,-1345
11360,-951
4640,-6679
10920,-3856
15485,-601
14045,-20
11010,-447
15270,-280
13140,-1669
14810,-751
17570,-772
11095,-1975
12085,-2243
20960,-358
5290,-2535
8870,-2799
11275,-4914
23460,-300
3520,-147
15065,-627
9330,-620
23870,-943
17630,-1899
18450,-889
22500,-458
5200,-6791
10795,-2842
23090,-384
11120,-546
19200,-963
18270,-1298
25695,-409
14005,-3869
26610,-333
18550,-35
-2290,-3371
15135,-50
6495,-6972
12225,-38
13590,-3574
13665,-6407
15145,-1498
7580,-211
25275,-138
3935,-623
9015,-167
9375,-1924
8360,-7500
24600,-2360
17955,-1026
1560,-6774
-6495,-10998
18355,-1771
14320,-1543
18870,-45
6580,-1564
13410,-2890
15695,-293
26620,-1190
8295,-927
6770,-6588
16615,-883
19160,-3196
4410,-1618
21975,-2078
5225,-1748
19455,-444
6310,0
2030,-2770
9745,-1288
1315,-4492
375,-5627
11850,-622
13110,-693
11430,-678
5465,-752
11855,-1830
20660,-3274
31390,-767
15895,-1847
6090,-2549
20500,-298
11635,-7714
4815,-1379
17715,-3356
12360,-1532
11935,-751
15185,-1531
1365,-2312
23690,-495
20220,-629
22505,-1669
10375,-938
23055,-589
18940,-397
6705,-75
16890,0
7815,-672
12095,-781
10825,-3287
-6990,-14583
9905,-1399
16615,-1801
28840,-678
-2800,-7818
17170,-923
1000,-10169
12890,-2428
18440,-1934
7555,-4554
1880,-1339
17960,-629
20670,-2359
-760,-3811
3315,-8051
20410,0
12550,-1196
5155,-365
8975,-5045
13635,-693
19630,-1147
24625,-214
14805,-892
12450,-9
22550,-1851
4660,-3125
4200,-3340
20500,-2133
14400,-1266
7400,-7437
5975,-4709
6340,-7020
11765,-391
5285,-4628
10620,-2401
13575,-771
5370,-903
23605,-5882
1585,-4580
23415,0
22055,-1012
12335,-2513
6530,-748
28165,-284
16320,-204
340,-9254
1195,-4224
25390,-220
22055,-2336
17940,-4485
1395,-4122
28530,0
22145,-333
19625,-1453
25090,0
7840,-1363
17000,-1613
5890,-542
6750,-6423
18870,-1858
13680,-1186
7905,-80
-4070,-15760
10970,-4826
20030,-2932
15760,-694
14370,0
14055,-1079
23715,-534
420,-3269
1025,-3570
2575,-1086
12630,-772
14745,-878
21070,-1187
-5365,-8722
19850,-721
18335,-1517
7750,-33
17920,-2608
17965,-1503
17320,-316
10020,-2340
120,-2930
20210,-475
18715,-591
24360,-672
2190,-5537
7920,0
15880,-3392
5695,-381
16715,-12
910,-6744
16740,-1753
8660,-572
22700,-656
6420,-859
12520,-1678
650,-8258
14295,-1338
9875,-1540
19455,-853
20275,-217
17760,-970
17430,-1503
15905,-308
24035,-364
17165,-1199
18075,-672
9580,-1920
20800,-217
17940,0
16145,-2215
19505,-103
23180,-619
10465,-5204
-2905,-3930
13675,-5524
-185,-12090
10110,-1112
3820,-2051
4970,-3365
18505,-1267
25180,-40
20845,-157
16785,0
20205,-2036
20640,-250
16735,-6439
13255,-994
14370,-795
9020,-1057
13535,-1248
13235,-255
18260,-1281
18095,-1698
10495,-1803
11680,-630
26460,-125
20290,-918
8030,-1203
1660,-4318
13540,-143
14910,-1249
10735,-4
15440,-1286
14755,-2642
7035,-3781
16895,-6254
4615,-3515
21690,-3349
10455,-822
305,-4565
15095,-1472
28385,-2743
8670,-3005
1390,-1056
2390,-4418
12310,-1180
-2320,-4783
7045,-1222
4655,-856
21550,-3229
14445,0
-3415,-4072
15810,-1824
7000,-7005
26295,-1473
17535,-1707
900,-236
15715,-639
17850,-547
19915,-2257
20980,-493
13935,-1836
28235,-293
15130,-2323
990,-4694
7215,-421
24045,0
12900,-1344
12880,-150
20530,0
-1995,-6637
24545,0
6680,-796
8865,-1510
27245,-584
16820,-917
17635,-803
11300,-323
16500,-339
17025,-868
7015,-2932
16735,-2406
17450,-75
17395,-98
11400,-2216
22215,-961
23750,-1417
10510,-260
4955,-1916
18350,-194
16770,-249
18315,-4678
16675,0
-1585,-2819
21470,-2657
15600,-1621
17525,-215
17490,-5
9865,-1353
18370,-110
16225,-794
21630,-1169
5520,-4766
5020,-5165
545,-2622
-810,-6244
5015,-5582
16190,-4021
15195,-1348
24760,0
16245,-154
10760,-1524
19500,-2247
4535,-1147
8000,-4376
10520,-3579
25805,-744
22220,-380
-260,-2570
15025,-2971
15450,-2916
36005,-124
9955,-448
3250,-3235
14695,-4123
24060,-1316
-2645,-6437
16960,-1325
13050,-1169
19525,-2174
13490,-175
7725,-2731
16335,-77
10210,-853
7975,-307
14110,-2207
14950,-80
17980,-822
20110,0
25280,-957
12885,-6194
5795,-594
21120,-911
8930,-6960
19190,0
11765,-680
8825,-6816
7865,-584
20465,-1236
8525,-9562
-4875,-5027
14455,-597
13850,-168
8280,-255
3375,-3516
8395,-2488
18515,-3123
-6015,-15774
25865,-35
14915,-6533
7985,-9298
21765,-950
13435,-1344
17415,-2683
15655,-6974
20355,-1481
21815,-548
14465,-1040
11295,-1087
23870,-545
2925,-11356
23650,-1346
23965,0
29050,-387
23480,-2030
20120,-576
16090,-1454
36940,-110
13090,-7075
-4535,-4711
8580,-200
16500,-1780
19245,-112
19795,-1546
30525,-1040
9285,-1479
17640,-494
4205,-1805
13430,-1400
17335,-845
24260,0
20730,-145
26710,-774
19880,-809
13190,-1949
14435,-390
3995,-4001
-11450,-11456
3570,-3095
9310,-2721
3570,-1079
7735,-516
10995,-1949
13295,-297
25705,0
6745,-2513
-1320,-4549
22620,-160
7085,-57
11325,-324
22625,-872
13150,-1276
10825,-1964
20890,-994
11110,-729
10950,-957
19325,-953
24180,-564
9160,-73
15520,0
7795,-252
12570,-10608
17710,-678
22850,-1552
15090,-1618
16090,-557
10045,-1585
25015,-80
13390,-2175
1675,-5930
11005,-5779
11385,-1903
2640,-4655
20610,-4057
14530,-2064
21505,-717
16265,-2743
-1480,-5682
19730,-327
13250,0
14815,-3533
19330,-2137
5790,-11587
12685,-959
16840,-129
3765,-5786
11735,-328
16975,-1232
10065,-6809
20020,-2295
26775,-88
24465,-322
16440,-1706
8570,-1555
8720,-1408
14540,-2074
14985,-1304
13810,-2899
19390,0
18590,-1604
25835,-976
7240,-1334
6095,-3849
12855,-1415
7115,-1258
15850,-2573
2365,-2415
-920,-1183
17370,-1897
20845,-265
17850,-2304
30715,-356
14895,0
8690,-1334
19690,0
20865,-1058
24275,-1106
16845,-2540
27360,0
11785,-1182
24030,-193
22025,-433
18795,-1737
1350,-2477
15185,-2011
1745,-2584
18545,-103
19620,-1589
13420,-656
8945,-147
18525,-1218
20250,-1289
6370,-2114
19510,-1372
17715,-154
10715,-253
31870,0
3900,-1848
10795,-10
20220,-2417
26850,-707
9700,-1933
31055,-683
28130,-40
14080,-3667
20720,-883
24540,-272
17465,-1527
7930,-4553
10080,-1100
20850,-6426
18700,-1460
10750,-2381
11310,-2140
17135,-411
18605,-15
15890,-4517
3080,-327
19415,-1694
19735,-1323
18205,-280
18795,0
12795,-120
15440,-2242
13575,-7296
16665,-165
19760,-688
5005,-1749
12925,-454
14350,0
1125,-4662
6770,-3403
25045,-6576
19760,-538
10055,-2186
18725,-910
19700,-80
21890,-1687
2705,-2065
24060,-839
27980,-355
31745,0
5455,-3765
24480,-1737
16690,-745
9375,-5155
7345,-2168
5520,-1869
17700,-5501
22295,-2452
2920,-3483
27005,-3766
8265,-1677
15535,-1634
16180,-846
30610,0
18455,-1461
7360,-945
12870,-4451
4400,-1283
7900,-468
-12125,-14096
9655,-808
23300,-673
11560,-1285
1340,-4602
18130,-4237
21155,-1896
19460,-1107
-6180,-20204
14145,-3274
25130,-850
-8945,-14728
7540,-5529
-12885,-17539
7005,-1958
19435,0
28350,0
28160,-319
6615,-4659
17000,-2735
13605,-768
5990,-3928
14490,-986
6160,-2105
14545,-587
19160,-1609
14480,-104
15760,-1058
7385,-605
4135,-4625
23885,-486
18650,0
16445,-783
22615,-15
16765,-148
-9285,-13274
14665,-3232
20375,-153
3370,-3941
14455,-2668
17010,-1370
9785,-554
19295,-121
13660,-1000
16410,-2258
5,-7629
14570,0
15280,-598
19985,-1495
18925,-40
-3385,-3491
4250,-1980
14270,-2373
4915,-1957
22460,0
15235,-1326
14895,-173
21375,-3898
10205,-4385
10890,-1258
6880,-1298
14560,-1282
7900,-8349
13565,-904
15040,-606
12560,-1992
7200,-1679
6680,-2159
13860,-186
17900,-700
27200,-1614
13350,-84
14570,-1222
20955,-80
11465,-1590
7650,-2476
17445,-1062
31260,-88
15770,-1649
24360,-154
11375,-1013
14665,-1194
24915,-1028
11815,-481
18905,-1624
11980,-2735
26885,-322
11765,-5327
19940,-1502
19680,-178
11740,-3590
3120,-3691
11960,-2359
9605,-383
5395,-789
9200,-1894
24465,-150
14615,0
11365,-728
6125,-3766
13860,-1800
19400,0
21555,-1127
5445,-867
19450,-1508
22790,-181
14650,0
15840,-2249
28215,-243
12205,-929
34815,-1022
21035,-969
24655,-1780
-9535,-12739
17070,-130
8185,-3701
3725,-1028
15575,0
18250,0
9405,-1717
8690,-1111
23305,-4890
13795,-620
8460,-4428
17730,-2381
14215,-3815
2720,-6053
4670,-1446
16065,-2324
15015,-1053
16180,-609
11660,-293
13545,-1483
8895,-203
20150,-472
7055,0
4825,-4494
16810,-3688
30430,-1435
25655,-3241
19195,-3815
13320,-489
26920,0
9760,-4441
6815,-2112
21335,-1168
19040,-411
26550,-1854
32265,-1762
5105,-1688
27365,-1038
18375,-355
16860,-707
15925,0
12395,-4453
15685,-2400
10990,-3550
11160,-4256
10835,-498
18030,0
7960,-659
23255,-1242
15995,-1818
4635,-2720
6490,-1034
4760,-144
24825,0
13395,-820
3090,-4171
10250,-2254
6525,-4681
22200,-652
16945,-533
11085,-428
9195,-2263
32720,0
3730,-1386
18495,-615
27010,-3553
10195,-2243
8040,-815
-3600,-3599
27195,-70
17870,-550
13755,-75
-3980,-5600
15220,-5405
8285,-385
11025,-5621
25250,-2041
9240,-4387
25100,-501
10510,-2969
695,-5898
13755,-989
12000,-417
5840,-7260
13790,-7062
9850,-50
9830,-2236
19485,-1398
1675,-3636
33650,-1216
15035,0
19530,-1707
17870,0
17400,-2920
17195,-88
20835,-189
9415,-2864
17690,-833
15465,-4275
19745,-254
24500,-128
18655,-1063
25260,-171
14155,-3526
18465,-364
3680,-12104
10495,-2363
12790,-3885
21000,-398
9455,-3438
7635,-7524
9075,-1901
14660,-3702
18145,-1313
19260,0
5775,-1223
4645,-128
13110,-2887
1635,-7357
26425,-115
16000,-175
7515,-1488
14040,-831
13965,-419
14820,-466
13645,-319
31135,0
15810,-1888
18115,-2141
16555,-1427
6320,-1182
24215,-35
13465,-53
14195,-368
6475,-5563
22000,-133
-745,-9469
7185,-310
13770,-127
17535,-2391
13610,-1442
14080,-298
3755,-5210
11115,-59
11085,-2088
-2995,-9619
11245,-1658
7960,-623
4855,-4341
7695,-5573
16230,-3295
13760,-1676
19710,-2132
33400,-404
23950,-480
10755,-1876
7585,-930
21500,0
-2610,-4078
12640,-892
11580,-5209
14530,-10
6785,-3744
3680,-596
23685,-90
3355,-743
2815,0
-1555,-9567
16530,-528
29810,-318
31250,-165
26195,-3407
25205,-585
16140,-786
7485,-3867
13985,0
16790,-5084
2055,-3201
8955,0
12860,-1310
20090,-1169
10890,-3628
20360,-35
11225,-819
25200,-1335
16695,-4348
24865,-35
21285,-2328
22595,-1003
18065,-297
11690,-35
26555,-1097
23335,-433
18300,-705
265,-4086
2215,-3601
12100,-1587
25925,-1612
14710,-698
15540,-1747
145,-1555
-4640,-13459
7770,-3182
4455,-6863
13520,-2639
36775,-552
20550,-1621
-3040,-4295
19125,-118
20710,-43
7105,0
7800,-2141
18940,-801
-11935,-14901
25750,-325
32025,0
12990,-4235
19215,0
10745,-104
15115,-2060
21170,-339
17740,-1836
11635,0
14420,-1947
10000,-1297
19035,-5096
11990,-2437
12075,-816
14605,-397
15240,-4530
13045,-2888
13070,-678
-2010,-2369
26030,-298
10530,-795
6560,-1551
19765,0
-11135,-12650
22350,-1505
14985,-274
12110,-730
25345,-80
20625,-42
19285,-190
12495,-1003
1910,-1021
17795,-1636
17355,-80
18755,-2084
20210,-2322
22720,-152
17920,-259
20215,-132
16890,-596
18345,-1675
16705,-569
20440,-395
21350,-706
22420,-995
18360,-2926
14205,-209
17475,-3039
10330,0
27440,-3183
23095,-223
20490,-2768
17865,-5124
26080,-4509
18635,-1037
23245,-606
20970,-597
13920,-3533
1560,-4413
22855,-403
7440,-273
13900,-4052
11295,-3215
20615,-63
19345,-156
11965,-3059
27200,-4489
11490,-80
24190,-1418
10210,-6
25545,-88
17425,-5527
13560,-455
8855,-813
23550,-379
7925,-2173
-575,-2755
7920,-2923
-4220,-11346
15470,-224
19670,-632
16480,-832
20630,-329
9730,-4878
17635,-368
11605,-985
11915,-2621
12060,-6739
7580,-190
20565,-20
29300,-1341
12195,-5124
16675,-75
24585,-852
25030,-396
4325,-3013
6395,-4594
7740,-250
31160,-3670
12005,-309
10155,-278
22070,-486
23320,-150
12225,-6834
13955,-120
15285,-685
3255,-582
18685,-302
5480,-3911
15820,0
26595,-1026
17090,0
24395,-1754
13900,-59
22370,-105
25360,0
13140,-3278
-6050,-6753
13390,-309
12335,-875
20870,-1879
14085,-232
18200,-235
22545,-746
5255,-5437
-5095,-8977
-1005,-10492
5130,-5710
10675,-70
8725,-4978
13130,-40
13650,-682
17100,-792
5320,0
15035,-1224
12635,-1022
15895,-217
15905,0
8915,-145
8140,-4749
8420,-316
11455,-160
27965,-729
19565,0
24070,0
18765,-256
17100,-987
19575,-359
9105,-9839
-635,-12328
10160,-2453
16550,-180
3885,-6512
16675,-706
11515,-912
4690,-3539
20685,-669
8120,-5718
13130,-2557
3655,-6033
13175,-240
12695,-3212
15300,-2253
12120,-665
13175,-498
9480,-579
18800,-1428
13120,-37
10345,0
16300,0
10225,-75
22940,-150
7145,-6331
9930,-3246
1020,-9741
10180,-1647
15825,-248
10865,-6160
12835,-668
5950,-3125
19540,0
6045,-1750
13415,-230
25520,-836
11365,0
9010,-1457
18540,-2495
28210,-1054
23475,-488
20755,-1241
9190,-3454
12975,-2184
17445,-1860
26475,-3049
13240,-4345
16315,-1427
17860,-3234
19370,-714
8350,-5838
22130,-967
8635,-5499
7180,-3395
4910,-2011
17845,-3099
12775,-1896
16205,0
35395,-709
23695,-164
20480,-1793
25755,-412
20995,0
15765,-889
-2530,-15475
6380,-578
28235,-435
12090,-1579
24525,-159
15725,-391
11240,-1914
10920,-487
6000,-2024
5295,-2916
26685,-551
21095,-1822
14075,-390
17300,-49
10685,-3641
15280,-2947
26000,-1523
10675,-628
22105,-724
22885,-6
9475,-5511
22170,-144
12150,-5752
-1015,-6144
15685,0
-4050,-13020
22615,-190
2695,-6045
12865,-224
8025,-3759
5845,-3780
20070,-2617
17800,-738
10805,0
4205,-13480
24535,-1238
16735,-574
7210,-2997
15440,0
8315,-2013
9195,-981
17320,-644
9175,0
25185,-497
13665,-1495
12550,-2492
4350,-4920
18435,-716
20370,-5
9490,-9092
19230,-890
-1910,-7827
17170,-1388
3305,-1629
19770,-329
14790,-737
17210,-215
1640,-8962
21775,-1337
11140,-225
14470,-4335
19740,-604
21790,-2442
24055,-1196
2760,-138
5245,-2420
24310,-2317
3640,-1455
12295,-572
2925,-6370
-7595,-12826
19610,-300
29500,-75
-1605,-5690
16325,-1006
10510,-299
29125,-75
8240,-3439
10385,-957
24970,-75
20490,-1407
1570,-2509
16335,-2624
18550,-3891
18425,-653
15485,-1635
6830,-1325
13230,-1708
3450,0
17925,-2322
19540,-922
7240,-3659
21220,-174
16105,-753
