"","finalStackSize","lowestStackSize"
"366",55805,48257
"367",65180,49164
"368",55390,46798
"369",62990,49998
"370",56595,48297
"371",66230,47125
"372",53220,49140
"373",54320,49343
"374",57485,49993
"375",52900,47024
"376",59175,46976
"377",54415,49199
"378",69915,49988
"379",63235,49998
"380",64400,47440
"381",49960,47744
"382",53935,47464
"383",67145,48979
"384",66040,49983
"385",66150,49579
"386",62045,48971
"387",55610,47834
"388",62120,49745
"389",69520,49905
"390",56685,48292
"391",56215,49184
"392",58070,48926
"393",59040,49993
"394",67340,49989
"395",59305,47337
"396",61700,48898
"397",69140,49774
"398",54515,49994
"399",67130,46737
"400",78415,49962
"401",58130,49755
"402",58905,49988
"403",61655,49949
"404",63235,49227
"405",64035,49557
"406",56770,50000
"407",51870,48724
"408",65625,50000
"409",54455,49487
"410",64450,49662
"411",54985,47753
"412",54240,44747
"413",66010,49860
"414",52555,45440
"415",53740,46091
"416",67605,49052
"417",62105,49526
"418",54940,47753
"419",53140,47106
"420",57080,49804
"421",55965,49486
"422",64065,49781
"423",60425,45501
"424",57355,47643
"425",58405,48266
"426",64635,49827
"427",62560,49998
"428",67605,50000
"429",59755,49988
"430",47045,40882
"431",67210,48629
"432",63080,48136
"433",52720,48326
"434",55160,40271
"435",51470,49017
"436",70980,49740
"437",61160,48024
"438",53015,48169
"439",59165,49968
"440",39785,34352
"441",64895,48892
"442",63005,49154
"443",68805,49551
"444",56240,49989
"445",57215,49622
"446",57190,49033
"447",56340,49560
"448",61535,49983
"449",56685,48729
"450",65220,49942
"451",59305,43731
"452",54900,48364
"453",60655,48992
"454",58115,48941
"455",62985,49417
"456",64300,49989
"457",64970,49744
"458",66550,50000
"459",61500,46254
"460",56030,48918
"461",54990,46096
"462",59730,49994
"463",60260,49286
"464",59745,48494
"465",58725,49630
"466",54275,48398
"467",55395,47161
"468",56400,44824
"469",42315,41150
"470",65780,49905
"471",67030,49998
"472",62655,48396
"473",64760,49020
"474",66525,49352
"475",63030,49563
"476",70270,50000
"477",73620,50000
"478",55465,49117
"479",42525,39263
"480",58580,48232
"481",59615,47653
"482",62430,47190
"483",59690,49920
"484",56595,49185
"485",55320,47847
"486",54155,49226
"487",56345,47517
"488",57045,49994
"489",56380,48765
"490",61790,49420
"491",48475,37795
"492",70285,49950
"493",65430,47961
"494",68090,49095
"495",54050,45671
"496",54170,49250
"497",59065,49980
"498",62080,49332
"499",75485,49066
"500",63690,48180
"501",58505,49472
"502",53185,45716
"503",55010,47584
"504",58915,48551
"505",65875,49967
"506",62380,47964
"507",63070,49989
"508",63845,49925
"509",55070,46762
"510",65730,50000
"511",56965,49546
"512",49165,38397
"513",64085,49995
"514",52480,49905
"515",63885,49535
"516",64825,49382
"517",56235,49835
"518",68705,49910
"519",63960,49983
"520",59555,48728
"521",64630,50000
"522",58135,46683
"523",55620,45368
"524",56185,48930
"525",40900,37941
"526",74915,49989
"527",60470,49916
"528",55660,47759
"529",60360,49959
"530",52045,49752
"531",51275,48085
"532",63255,49965
"533",53700,48491
"534",63010,48885
"535",71540,49684
"536",59895,46357
"537",37375,34164
"538",48485,42471
"539",62315,50000
"540",59865,45325
"541",68605,49580
"542",57810,49209
"543",66170,49978
"544",60930,50000
"545",67180,49794
"546",49850,47545
"547",53530,48212
"548",57170,46163
"549",58030,49880
"550",59710,49994
"551",60435,49529
"552",63895,49978
"553",59755,49097
"554",51560,48865
"555",60520,49070
"556",61140,49870
"557",62520,49940
"558",58450,48981
"559",64650,49800
"560",57805,49254
"561",65195,48876
"562",57440,47973
"563",48235,45138
"564",56725,49858
"565",55450,47653
"566",62725,49762
"567",59195,45133
"568",57080,49988
"569",48990,47804
"570",61825,49978
"571",59135,49507
"572",61595,47233
"573",62910,48954
"574",55765,47194
"575",62075,49072
"576",58475,49993
"577",62995,49350
"578",60280,49498
"579",63820,49218
"580",64120,49962
"581",66480,49980
"582",55160,47695
"583",71015,49396
"584",49960,44404
"585",58960,49766
"586",47840,47840
"587",65440,49144
"588",62580,49688
"589",53540,47692
"590",53765,47810
"591",64760,49998
"592",54670,46830
"593",55020,49142
"594",69495,49617
"595",53520,48065
"596",63245,49054
"597",60085,48946
"598",32000,27175
"599",66055,48610
"600",53050,48467
"601",60955,45830
"602",54020,47870
"603",63300,49826
"604",54765,49907
"605",52275,40215
"606",66255,48868
"607",60045,49820
"608",57710,48377
"609",65415,46888
"610",54325,47700
"611",59665,49671
"612",54290,43548
"613",57735,47525
"614",60220,48335
"615",59840,49998
"616",56960,49192
"617",59440,49988
"618",62945,49951
"619",67420,49977
"620",66615,49921
"621",49715,44450
"622",53950,49967
"623",55105,47750
"624",70890,49988
"625",62050,49875
"626",59750,46299
"627",56250,49908
"628",57640,49373
"629",50000,44297
"630",58505,49127
"631",62190,49580
"632",55640,49280
"633",67625,49988
"634",47725,42201
"635",62970,49983
"636",74540,49103
"637",60765,47856
"638",54180,47327
"639",63220,48992
"640",17330,17330
"641",62345,48523
"642",64180,49782
"643",66245,49982
"644",62395,49620
"645",47330,43949
"646",51120,47940
"647",61905,49639
"648",54820,48294
"649",69465,49904
"650",60075,50000
"651",59195,49823
"652",55825,49042
"653",64615,47228
"654",53385,47759
"655",56715,49609
"656",64785,48560
"657",61815,49504
"658",65715,49387
"659",55950,48293
"660",64845,49162
"661",63700,47417
"662",59235,50000
"663",70740,50000
"664",67065,47963
"665",62775,49919
"666",59360,49568
"667",56500,48550
"668",61205,46324
"669",54460,49850
"670",59745,49940
"671",68715,49980
"672",61990,45871
"673",56600,49998
"674",59880,49368
"675",67125,49504
"676",59890,47603
"677",68750,49372
"678",57830,48699
"679",55860,49720
"680",43760,32861
"681",66215,49988
"682",59085,50000
"683",58685,47875
"684",56490,49983
"685",70335,49362
"686",53275,44088
"687",63090,49511
"688",69240,49820
"689",63075,49867
"690",56285,45319
"691",56835,43688
"692",61865,49673
"693",49240,43607
"694",68170,49989
"695",56445,49998
"696",43390,39861
"697",56490,47739
"698",53745,48839
"699",59455,47395
"700",71445,49355
"701",60360,48742
"702",59020,45716
"703",56770,49795
"704",53630,44459
"705",57500,48208
"706",61660,49559
"707",66555,49988
"708",62125,47119
"709",62445,49672
"710",66935,49827
"711",67455,49981
"712",61870,48310
"713",55045,48956
"714",64560,48995
"715",65355,49989
"716",58925,47098
"717",66595,49288
"718",59935,46213
"719",63055,49962
"720",56235,46456
"721",68905,48759
"722",62305,49907
"723",59340,46115
"724",67610,49983
"725",49735,45125
"726",57915,49916
"727",70520,50000
"728",68480,50000
"729",54795,49966
"730",62635,49839
"731",67105,49753
"732",45710,45242
"733",61750,49603
"734",60970,49989
"735",66785,49849
"736",65520,50000
"737",68020,49994
"738",62710,47625
"739",58295,48353
"740",67340,50000
"741",58490,49576
"742",45820,44500
"743",59600,47433
"744",54090,48814
"745",69095,49820
"746",68255,49945
"747",58850,49983
"748",59850,49567
"749",62835,49657
"750",64045,48146
"751",53920,49802
"752",60795,49460
"753",67825,49504
"754",61290,47683
"755",62995,49990
"756",56145,47559
"757",59195,49994
"758",56515,47558
"759",49615,47402
"760",60770,49249
"761",57000,49100
"762",62970,49989
"763",59720,49181
"764",66465,49635
"765",55055,48606
"766",50435,45168
"767",62530,49217
"768",56025,47175
"769",59775,49644
"770",59450,48471
"771",56590,49307
"772",59085,49900
"773",64880,49845
"774",61010,49852
"775",58735,46927
"776",66435,49983
"777",60930,49994
"778",65105,49983
"779",66370,48790
"780",56765,49983
"781",64470,49932
"782",66380,49975
"783",70715,49994
"784",58800,49250
"785",54155,49442
"786",48755,43509
"787",38490,32690
"788",50440,46256
"789",59625,48931
"790",61050,49989
"791",58860,47350
"792",68240,49998
"793",60065,45690
"794",50530,46635
"795",61775,49989
"796",55820,48184
"797",58555,50000
"798",66070,49296
"799",59035,49544
"800",52895,48079
"801",67920,49471
"802",57815,48213
"803",55090,49434
"804",52690,46262
"805",63235,49439
"806",57365,49884
"807",63445,47071
"808",62290,50000
"809",63445,49993
"810",61890,49920
"811",67635,49955
"812",51830,49984
"813",63045,48467
"814",56875,48569
"815",66150,49454
"816",46830,34046
"817",64495,50000
"818",63310,50000
"819",58580,49978
"820",65960,49602
"821",53540,49107
"822",58270,49086
"823",55660,46026
"824",62820,47124
"825",61895,49644
"826",61605,48209
"827",52690,48867
"828",68035,50000
"829",59905,50000
"830",52620,46580
"831",41855,40190
"832",62720,50000
"833",58445,49895
"834",58995,47611
"835",42670,41221
"836",66475,49525
"837",60705,49994
"838",54390,48736
"839",65690,49455
"840",55210,44743
"841",55915,43200
"842",64805,48865
"843",63675,48167
"844",69040,49998
"845",59545,49480
"846",62050,49700
"847",67375,49989
"848",55335,44628
"849",60125,45482
"850",61390,49307
"851",65225,47972
"852",55465,48838
"853",53085,48113
"854",68470,49514
"855",58845,48829
"856",52925,46772
"857",59365,49310
"858",63200,49975
"859",60140,50000
"860",68880,47050
"861",64670,49359
"862",61630,47169
"863",57465,45614
"864",54930,48847
"865",58315,49955
"866",60685,49209
"867",60960,47560
"868",60605,49988
"869",69970,49524
"870",53435,45095
"871",58245,48061
"872",60345,49203
"873",56865,49988
"874",52910,46535
"875",45535,44834
"876",68355,49326
"877",62875,49983
"878",49465,46329
"879",50135,45175
"880",71095,49685
"881",59040,49556
"882",53565,48439
"883",69240,50000
"884",62425,48132
"885",61425,49769
"886",62850,49988
"887",68185,49900
"888",41905,34794
"889",56865,49994
"890",51645,47784
"891",67100,49994
"892",68855,49344
"893",53660,48891
"894",71290,50000
"895",53245,46009
"896",58505,45811
"897",32235,31753
"898",57900,43988
"899",60635,49990
"900",59385,49660
"901",59675,49998
"902",43340,34127
"903",38760,38039
"904",58190,49993
"905",63600,49157
"906",70280,48545
"907",58170,49503
"908",52185,41293
"909",55250,49881
"910",61590,49983
"911",49900,46814
"912",45855,37500
"913",66725,49697
"914",58110,47889
"915",57485,49998
"916",58775,47696
"917",55840,49812
"918",67035,48513
"919",60015,49988
"920",52450,44186
"921",64115,49950
"922",63060,48281
"923",57600,45094
"924",52600,44994
"925",62980,48952
"926",57915,47001
"927",60875,48514
"928",47180,46533
"929",54980,41739
"930",59290,48595
"931",47885,36148
"932",58745,49766
"933",59885,46224
"934",56380,49989
"935",53815,48797
"936",66305,50000
"937",46095,40896
"938",61730,47476
"939",59250,47533
"940",68200,49834
"941",70290,50000
"942",54755,49435
"943",58025,49426
"944",52010,42381
"945",56390,49125
"946",59620,48425
"947",61220,46637
"948",60960,49327
"949",54310,47784
"950",58010,49558
"951",70745,49563
"952",59610,49162
"953",60175,49132
"954",55195,50000
"955",58645,49945
"956",55425,48858
"957",69240,48782
"958",57915,46925
"959",60265,49988
"960",62705,49994
"961",61930,50000
"962",53955,49441
"963",54680,48336
"964",65745,49716
"965",53745,47093
"966",59075,49872
"967",55205,48721
"968",54240,49104
"969",67840,48164
"970",53900,49032
"971",80080,49988
"972",54640,46378
"973",58095,48219
"974",67035,49504
"975",58780,49631
"976",67045,49794
"977",59595,49328
"978",58140,45227
"979",57535,47157
"980",55870,47469
"981",54505,44068
"982",66830,49998
"983",60090,47172
"984",71575,49914
"985",48070,44991
"986",63165,49776
"987",67560,50000
"988",51310,48391
"989",62940,49983
"990",54870,47452
"991",62885,49650
"992",54585,49392
"993",52915,49001
"994",67035,45870
"995",51020,47100
"996",62985,49817
"997",47150,43502
"998",51765,49670
"999",64325,49897
"1000",58695,47041
